"","pixel","bs_sic_x10","lon","lat","sicDate","x","y"
"1552",15,1000,-172.37301955,62.21931067,"20220222",-2437718.54562213,1861958.28583285
"1652",16,1000,-172.01043703,62.34746359,"20220222",-2437718.35458089,1837648.8452323
"1109",1,1000,-173.05576386,62.26233287,"20220223",-2411473.49214075,1887832.07778017
"253",2,1000,-173.33655426,62.42821497,"20220223",-2387276.81855827,1887831.88592911
"353",3,1000,-172.67357453,62.40051872,"20220223",-2411473.28765688,1862022.41413149
"453",4,1000,-172.9293529,62.57602444,"20220223",-2387276.60372308,1860409.10948969
"553",5,1000,-172.3087748,62.53892242,"20220223",-2410666.53116729,1837019.28420536
"653",6,1000,-172.59435311,62.72215112,"20220223",-2384856.75697129,1836212.53598877
"753",7,1000,-172.8825669,62.86960264,"20220223",-2362273.2266533,1837825.46139676
"853",8,1000,-173.28950402,62.74155685,"20220223",-2360660.30422343,1863635.10199659
"953",9,1000,-173.64949576,62.61006956,"20220223",-2360660.49126403,1887831.6767689
"1053",10,1000,-174.05315813,62.45989067,"20220223",-2360660.70709449,1915254.47383621
"1156",11,1000,-173.73223588,62.30883546,"20220223",-2384857.35645813,1912834.99988579
