"","pixel","bs_sic_x10","lon","lat","sicDate","x","y"
"7103",7,921,-172.8825669,62.86960264,"20220414",-2362273.2266533,1837825.46139676
"8103",8,966,-173.28950402,62.74155685,"20220414",-2360660.30422343,1863635.10199659
"9103",9,994,-173.64949576,62.61006956,"20220414",-2360660.49126403,1887831.6767689
"10103",10,1000,-174.05315813,62.45989067,"20220414",-2360660.70709449,1915254.47383621
"11128",11,996,-173.73223588,62.30883546,"20220414",-2384857.35645813,1912834.99988579
"12111",12,949,-173.39871039,62.13615455,"20220414",-2411473.67853153,1911222.11307978
"13103",13,809,-173.10043038,61.95538139,"20220414",-2437718.94307876,1911445.37777676
"14103",14,800,-172.74200852,62.09614904,"20220414",-2436850.54348647,1886267.69227442
"15103",15,601,-172.37301955,62.21931067,"20220414",-2437718.54562213,1861958.28583285
"16103",16,601,-172.01043703,62.34746359,"20220414",-2437718.35458089,1837648.8452323
"1401",1,784,-173.05576386,62.26233287,"20220415",-2411473.49214075,1887832.07778017
"2104",2,873,-173.33655426,62.42821497,"20220415",-2387276.81855827,1887831.88592911
"3104",3,544,-172.67357453,62.40051872,"20220415",-2411473.28765688,1862022.41413149
"4104",4,609,-172.9293529,62.57602444,"20220415",-2387276.60372308,1860409.10948969
"5104",5,476,-172.3087748,62.53892242,"20220415",-2410666.53116729,1837019.28420536
"6104",6,505,-172.59435311,62.72215112,"20220415",-2384856.75697129,1836212.53598877
"7104",7,683,-172.8825669,62.86960264,"20220415",-2362273.2266533,1837825.46139676
"8104",8,821,-173.28950402,62.74155685,"20220415",-2360660.30422343,1863635.10199659
"9104",9,923,-173.64949576,62.61006956,"20220415",-2360660.49126403,1887831.6767689
"10104",10,941,-174.05315813,62.45989067,"20220415",-2360660.70709449,1915254.47383621
"11129",11,948,-173.73223588,62.30883546,"20220415",-2384857.35645813,1912834.99988579
"12112",12,784,-173.39871039,62.13615455,"20220415",-2411473.67853153,1911222.11307978
"13104",13,655,-173.10043038,61.95538139,"20220415",-2437718.94307876,1911445.37777676
"14104",14,517,-172.74200852,62.09614904,"20220415",-2436850.54348647,1886267.69227442
"15104",15,549,-172.37301955,62.21931067,"20220415",-2437718.54562213,1861958.28583285
"16104",16,549,-172.01043703,62.34746359,"20220415",-2437718.35458089,1837648.8452323
"1402",1,524,-173.05576386,62.26233287,"20220416",-2411473.49214075,1887832.07778017
"2105",2,552,-173.33655426,62.42821497,"20220416",-2387276.81855827,1887831.88592911
"3105",3,458,-172.67357453,62.40051872,"20220416",-2411473.28765688,1862022.41413149
"4105",4,371,-172.9293529,62.57602444,"20220416",-2387276.60372308,1860409.10948969
"5105",5,459,-172.3087748,62.53892242,"20220416",-2410666.53116729,1837019.28420536
"6105",6,364,-172.59435311,62.72215112,"20220416",-2384856.75697129,1836212.53598877
"7105",7,410,-172.8825669,62.86960264,"20220416",-2362273.2266533,1837825.46139676
"8105",8,472,-173.28950402,62.74155685,"20220416",-2360660.30422343,1863635.10199659
"9105",9,634,-173.64949576,62.61006956,"20220416",-2360660.49126403,1887831.6767689
"10105",10,792,-174.05315813,62.45989067,"20220416",-2360660.70709449,1915254.47383621
"11130",11,706,-173.73223588,62.30883546,"20220416",-2384857.35645813,1912834.99988579
"12113",12,524,-173.39871039,62.13615455,"20220416",-2411473.67853153,1911222.11307978
"13105",13,796,-173.10043038,61.95538139,"20220416",-2437718.94307876,1911445.37777676
"14105",14,634,-172.74200852,62.09614904,"20220416",-2436850.54348647,1886267.69227442
"15105",15,833,-172.37301955,62.21931067,"20220416",-2437718.54562213,1861958.28583285
"16105",16,833,-172.01043703,62.34746359,"20220416",-2437718.35458089,1837648.8452323
"1403",1,582,-173.05576386,62.26233287,"20220417",-2411473.49214075,1887832.07778017
"2106",2,470,-173.33655426,62.42821497,"20220417",-2387276.81855827,1887831.88592911
"3106",3,714,-172.67357453,62.40051872,"20220417",-2411473.28765688,1862022.41413149
"4106",4,525,-172.9293529,62.57602444,"20220417",-2387276.60372308,1860409.10948969
"5106",5,788,-172.3087748,62.53892242,"20220417",-2410666.53116729,1837019.28420536
"6106",6,572,-172.59435311,62.72215112,"20220417",-2384856.75697129,1836212.53598877
"7106",7,364,-172.8825669,62.86960264,"20220417",-2362273.2266533,1837825.46139676
"8106",8,327,-173.28950402,62.74155685,"20220417",-2360660.30422343,1863635.10199659
"9106",9,405,-173.64949576,62.61006956,"20220417",-2360660.49126403,1887831.6767689
"10106",10,607,-174.05315813,62.45989067,"20220417",-2360660.70709449,1915254.47383621
"11131",11,585,-173.73223588,62.30883546,"20220417",-2384857.35645813,1912834.99988579
"12114",12,582,-173.39871039,62.13615455,"20220417",-2411473.67853153,1911222.11307978
"13106",13,905,-173.10043038,61.95538139,"20220417",-2437718.94307876,1911445.37777676
"14106",14,828,-172.74200852,62.09614904,"20220417",-2436850.54348647,1886267.69227442
"15106",15,915,-172.37301955,62.21931067,"20220417",-2437718.54562213,1861958.28583285
"16106",16,915,-172.01043703,62.34746359,"20220417",-2437718.35458089,1837648.8452323
"1404",1,839,-173.05576386,62.26233287,"20220418",-2411473.49214075,1887832.07778017
"2107",2,610,-173.33655426,62.42821497,"20220418",-2387276.81855827,1887831.88592911
"3107",3,863,-172.67357453,62.40051872,"20220418",-2411473.28765688,1862022.41413149
"4107",4,705,-172.9293529,62.57602444,"20220418",-2387276.60372308,1860409.10948969
"5107",5,965,-172.3087748,62.53892242,"20220418",-2410666.53116729,1837019.28420536
"6107",6,810,-172.59435311,62.72215112,"20220418",-2384856.75697129,1836212.53598877
"7107",7,470,-172.8825669,62.86960264,"20220418",-2362273.2266533,1837825.46139676
"8107",8,420,-173.28950402,62.74155685,"20220418",-2360660.30422343,1863635.10199659
"9107",9,448,-173.64949576,62.61006956,"20220418",-2360660.49126403,1887831.6767689
"10107",10,583,-174.05315813,62.45989067,"20220418",-2360660.70709449,1915254.47383621
"11132",11,693,-173.73223588,62.30883546,"20220418",-2384857.35645813,1912834.99988579
"12115",12,839,-173.39871039,62.13615455,"20220418",-2411473.67853153,1911222.11307978
"13107",13,941,-173.10043038,61.95538139,"20220418",-2437718.94307876,1911445.37777676
"14107",14,928,-172.74200852,62.09614904,"20220418",-2436850.54348647,1886267.69227442
"15107",15,901,-172.37301955,62.21931067,"20220418",-2437718.54562213,1861958.28583285
"16107",16,901,-172.01043703,62.34746359,"20220418",-2437718.35458089,1837648.8452323
"1405",1,861,-173.05576386,62.26233287,"20220419",-2411473.49214075,1887832.07778017
"2108",2,743,-173.33655426,62.42821497,"20220419",-2387276.81855827,1887831.88592911
"3108",3,906,-172.67357453,62.40051872,"20220419",-2411473.28765688,1862022.41413149
"4108",4,867,-172.9293529,62.57602444,"20220419",-2387276.60372308,1860409.10948969
"5108",5,944,-172.3087748,62.53892242,"20220419",-2410666.53116729,1837019.28420536
"6108",6,887,-172.59435311,62.72215112,"20220419",-2384856.75697129,1836212.53598877
"7108",7,683,-172.8825669,62.86960264,"20220419",-2362273.2266533,1837825.46139676
"8108",8,472,-173.28950402,62.74155685,"20220419",-2360660.30422343,1863635.10199659
"9108",9,523,-173.64949576,62.61006956,"20220419",-2360660.49126403,1887831.6767689
"10108",10,605,-174.05315813,62.45989067,"20220419",-2360660.70709449,1915254.47383621
"11133",11,800,-173.73223588,62.30883546,"20220419",-2384857.35645813,1912834.99988579
"12116",12,861,-173.39871039,62.13615455,"20220419",-2411473.67853153,1911222.11307978
"13108",13,812,-173.10043038,61.95538139,"20220419",-2437718.94307876,1911445.37777676
"14108",14,823,-172.74200852,62.09614904,"20220419",-2436850.54348647,1886267.69227442
"15108",15,690,-172.37301955,62.21931067,"20220419",-2437718.54562213,1861958.28583285
"16108",16,690,-172.01043703,62.34746359,"20220419",-2437718.35458089,1837648.8452323
"1406",1,850,-173.05576386,62.26233287,"20220420",-2411473.49214075,1887832.07778017
"2109",2,825,-173.33655426,62.42821497,"20220420",-2387276.81855827,1887831.88592911
"3109",3,977,-172.67357453,62.40051872,"20220420",-2411473.28765688,1862022.41413149
"4109",4,882,-172.9293529,62.57602444,"20220420",-2387276.60372308,1860409.10948969
"5109",5,975,-172.3087748,62.53892242,"20220420",-2410666.53116729,1837019.28420536
"6109",6,1000,-172.59435311,62.72215112,"20220420",-2384856.75697129,1836212.53598877
"7109",7,574,-172.8825669,62.86960264,"20220420",-2362273.2266533,1837825.46139676
"8109",8,532,-173.28950402,62.74155685,"20220420",-2360660.30422343,1863635.10199659
"9109",9,545,-173.64949576,62.61006956,"20220420",-2360660.49126403,1887831.6767689
"10109",10,757,-174.05315813,62.45989067,"20220420",-2360660.70709449,1915254.47383621
"11134",11,891,-173.73223588,62.30883546,"20220420",-2384857.35645813,1912834.99988579
"12117",12,850,-173.39871039,62.13615455,"20220420",-2411473.67853153,1911222.11307978
"13109",13,833,-173.10043038,61.95538139,"20220420",-2437718.94307876,1911445.37777676
"14109",14,835,-172.74200852,62.09614904,"20220420",-2436850.54348647,1886267.69227442
"15109",15,719,-172.37301955,62.21931067,"20220420",-2437718.54562213,1861958.28583285
"16109",16,719,-172.01043703,62.34746359,"20220420",-2437718.35458089,1837648.8452323
"1407",1,852,-173.05576386,62.26233287,"20220421",-2411473.49214075,1887832.07778017
"2110",2,864,-173.33655426,62.42821497,"20220421",-2387276.81855827,1887831.88592911
"3110",3,826,-172.67357453,62.40051872,"20220421",-2411473.28765688,1862022.41413149
"4110",4,884,-172.9293529,62.57602444,"20220421",-2387276.60372308,1860409.10948969
"5110",5,836,-172.3087748,62.53892242,"20220421",-2410666.53116729,1837019.28420536
"6110",6,976,-172.59435311,62.72215112,"20220421",-2384856.75697129,1836212.53598877
"7110",7,679,-172.8825669,62.86960264,"20220421",-2362273.2266533,1837825.46139676
"8110",8,655,-173.28950402,62.74155685,"20220421",-2360660.30422343,1863635.10199659
"9110",9,665,-173.64949576,62.61006956,"20220421",-2360660.49126403,1887831.6767689
"10110",10,801,-174.05315813,62.45989067,"20220421",-2360660.70709449,1915254.47383621
"11135",11,977,-173.73223588,62.30883546,"20220421",-2384857.35645813,1912834.99988579
"12118",12,852,-173.39871039,62.13615455,"20220421",-2411473.67853153,1911222.11307978
"13110",13,660,-173.10043038,61.95538139,"20220421",-2437718.94307876,1911445.37777676
"14110",14,673,-172.74200852,62.09614904,"20220421",-2436850.54348647,1886267.69227442
"15110",15,578,-172.37301955,62.21931067,"20220421",-2437718.54562213,1861958.28583285
"16110",16,578,-172.01043703,62.34746359,"20220421",-2437718.35458089,1837648.8452323
"1408",1,769,-173.05576386,62.26233287,"20220422",-2411473.49214075,1887832.07778017
"2111",2,835,-173.33655426,62.42821497,"20220422",-2387276.81855827,1887831.88592911
"3111",3,830,-172.67357453,62.40051872,"20220422",-2411473.28765688,1862022.41413149
"4111",4,851,-172.9293529,62.57602444,"20220422",-2387276.60372308,1860409.10948969
"5111",5,840,-172.3087748,62.53892242,"20220422",-2410666.53116729,1837019.28420536
"6111",6,946,-172.59435311,62.72215112,"20220422",-2384856.75697129,1836212.53598877
"7111",7,729,-172.8825669,62.86960264,"20220422",-2362273.2266533,1837825.46139676
"8111",8,649,-173.28950402,62.74155685,"20220422",-2360660.30422343,1863635.10199659
"9111",9,732,-173.64949576,62.61006956,"20220422",-2360660.49126403,1887831.6767689
"10111",10,846,-174.05315813,62.45989067,"20220422",-2360660.70709449,1915254.47383621
"11136",11,948,-173.73223588,62.30883546,"20220422",-2384857.35645813,1912834.99988579
"12119",12,769,-173.39871039,62.13615455,"20220422",-2411473.67853153,1911222.11307978
"13111",13,629,-173.10043038,61.95538139,"20220422",-2437718.94307876,1911445.37777676
"14111",14,635,-172.74200852,62.09614904,"20220422",-2436850.54348647,1886267.69227442
"15111",15,510,-172.37301955,62.21931067,"20220422",-2437718.54562213,1861958.28583285
"16111",16,510,-172.01043703,62.34746359,"20220422",-2437718.35458089,1837648.8452323
"1409",1,824,-173.05576386,62.26233287,"20220423",-2411473.49214075,1887832.07778017
"2112",2,945,-173.33655426,62.42821497,"20220423",-2387276.81855827,1887831.88592911
"3112",3,850,-172.67357453,62.40051872,"20220423",-2411473.28765688,1862022.41413149
"4112",4,975,-172.9293529,62.57602444,"20220423",-2387276.60372308,1860409.10948969
"5112",5,883,-172.3087748,62.53892242,"20220423",-2410666.53116729,1837019.28420536
"6112",6,992,-172.59435311,62.72215112,"20220423",-2384856.75697129,1836212.53598877
"7112",7,867,-172.8825669,62.86960264,"20220423",-2362273.2266533,1837825.46139676
"8112",8,790,-173.28950402,62.74155685,"20220423",-2360660.30422343,1863635.10199659
"9112",9,809,-173.64949576,62.61006956,"20220423",-2360660.49126403,1887831.6767689
"10112",10,894,-174.05315813,62.45989067,"20220423",-2360660.70709449,1915254.47383621
"11137",11,1000,-173.73223588,62.30883546,"20220423",-2384857.35645813,1912834.99988579
"12120",12,824,-173.39871039,62.13615455,"20220423",-2411473.67853153,1911222.11307978
"13112",13,633,-173.10043038,61.95538139,"20220423",-2437718.94307876,1911445.37777676
"14112",14,628,-172.74200852,62.09614904,"20220423",-2436850.54348647,1886267.69227442
"15112",15,566,-172.37301955,62.21931067,"20220423",-2437718.54562213,1861958.28583285
"16112",16,566,-172.01043703,62.34746359,"20220423",-2437718.35458089,1837648.8452323
"1500",1,840,-173.05576386,62.26233287,"20220424",-2411473.49214075,1887832.07778017
"2113",2,899,-173.33655426,62.42821497,"20220424",-2387276.81855827,1887831.88592911
"3113",3,817,-172.67357453,62.40051872,"20220424",-2411473.28765688,1862022.41413149
"4113",4,940,-172.9293529,62.57602444,"20220424",-2387276.60372308,1860409.10948969
"5113",5,914,-172.3087748,62.53892242,"20220424",-2410666.53116729,1837019.28420536
"6113",6,981,-172.59435311,62.72215112,"20220424",-2384856.75697129,1836212.53598877
"7113",7,880,-172.8825669,62.86960264,"20220424",-2362273.2266533,1837825.46139676
"8113",8,773,-173.28950402,62.74155685,"20220424",-2360660.30422343,1863635.10199659
"9113",9,769,-173.64949576,62.61006956,"20220424",-2360660.49126403,1887831.6767689
"10113",10,883,-174.05315813,62.45989067,"20220424",-2360660.70709449,1915254.47383621
"11138",11,968,-173.73223588,62.30883546,"20220424",-2384857.35645813,1912834.99988579
"12121",12,840,-173.39871039,62.13615455,"20220424",-2411473.67853153,1911222.11307978
"13113",13,604,-173.10043038,61.95538139,"20220424",-2437718.94307876,1911445.37777676
"14113",14,626,-172.74200852,62.09614904,"20220424",-2436850.54348647,1886267.69227442
"15113",15,503,-172.37301955,62.21931067,"20220424",-2437718.54562213,1861958.28583285
"16113",16,503,-172.01043703,62.34746359,"20220424",-2437718.35458089,1837648.8452323
"1501",1,754,-173.05576386,62.26233287,"20220425",-2411473.49214075,1887832.07778017
"2114",2,809,-173.33655426,62.42821497,"20220425",-2387276.81855827,1887831.88592911
"3114",3,771,-172.67357453,62.40051872,"20220425",-2411473.28765688,1862022.41413149
"4114",4,860,-172.9293529,62.57602444,"20220425",-2387276.60372308,1860409.10948969
"5114",5,790,-172.3087748,62.53892242,"20220425",-2410666.53116729,1837019.28420536
"6114",6,885,-172.59435311,62.72215112,"20220425",-2384856.75697129,1836212.53598877
"7114",7,777,-172.8825669,62.86960264,"20220425",-2362273.2266533,1837825.46139676
"8114",8,741,-173.28950402,62.74155685,"20220425",-2360660.30422343,1863635.10199659
"9114",9,712,-173.64949576,62.61006956,"20220425",-2360660.49126403,1887831.6767689
"10114",10,813,-174.05315813,62.45989067,"20220425",-2360660.70709449,1915254.47383621
"11139",11,906,-173.73223588,62.30883546,"20220425",-2384857.35645813,1912834.99988579
"12122",12,754,-173.39871039,62.13615455,"20220425",-2411473.67853153,1911222.11307978
"13114",13,536,-173.10043038,61.95538139,"20220425",-2437718.94307876,1911445.37777676
"14114",14,561,-172.74200852,62.09614904,"20220425",-2436850.54348647,1886267.69227442
"15114",15,457,-172.37301955,62.21931067,"20220425",-2437718.54562213,1861958.28583285
"16114",16,457,-172.01043703,62.34746359,"20220425",-2437718.35458089,1837648.8452323
"1502",1,493,-173.05576386,62.26233287,"20220426",-2411473.49214075,1887832.07778017
"2115",2,662,-173.33655426,62.42821497,"20220426",-2387276.81855827,1887831.88592911
"3115",3,519,-172.67357453,62.40051872,"20220426",-2411473.28765688,1862022.41413149
"4115",4,698,-172.9293529,62.57602444,"20220426",-2387276.60372308,1860409.10948969
"5115",5,550,-172.3087748,62.53892242,"20220426",-2410666.53116729,1837019.28420536
"6115",6,763,-172.59435311,62.72215112,"20220426",-2384856.75697129,1836212.53598877
"7115",7,785,-172.8825669,62.86960264,"20220426",-2362273.2266533,1837825.46139676
"8115",8,754,-173.28950402,62.74155685,"20220426",-2360660.30422343,1863635.10199659
"9115",9,766,-173.64949576,62.61006956,"20220426",-2360660.49126403,1887831.6767689
"10115",10,766,-174.05315813,62.45989067,"20220426",-2360660.70709449,1915254.47383621
"11140",11,669,-173.73223588,62.30883546,"20220426",-2384857.35645813,1912834.99988579
"12123",12,493,-173.39871039,62.13615455,"20220426",-2411473.67853153,1911222.11307978
"13115",13,452,-173.10043038,61.95538139,"20220426",-2437718.94307876,1911445.37777676
"14115",14,390,-172.74200852,62.09614904,"20220426",-2436850.54348647,1886267.69227442
"15115",15,341,-172.37301955,62.21931067,"20220426",-2437718.54562213,1861958.28583285
"16115",16,341,-172.01043703,62.34746359,"20220426",-2437718.35458089,1837648.8452323
"1503",1,431,-173.05576386,62.26233287,"20220427",-2411473.49214075,1887832.07778017
"2116",2,464,-173.33655426,62.42821497,"20220427",-2387276.81855827,1887831.88592911
"3116",3,299,-172.67357453,62.40051872,"20220427",-2411473.28765688,1862022.41413149
"4116",4,441,-172.9293529,62.57602444,"20220427",-2387276.60372308,1860409.10948969
"5116",5,302,-172.3087748,62.53892242,"20220427",-2410666.53116729,1837019.28420536
"6116",6,403,-172.59435311,62.72215112,"20220427",-2384856.75697129,1836212.53598877
"7116",7,590,-172.8825669,62.86960264,"20220427",-2362273.2266533,1837825.46139676
"8116",8,663,-173.28950402,62.74155685,"20220427",-2360660.30422343,1863635.10199659
"9116",9,599,-173.64949576,62.61006956,"20220427",-2360660.49126403,1887831.6767689
"10116",10,783,-174.05315813,62.45989067,"20220427",-2360660.70709449,1915254.47383621
"11141",11,624,-173.73223588,62.30883546,"20220427",-2384857.35645813,1912834.99988579
"12124",12,431,-173.39871039,62.13615455,"20220427",-2411473.67853153,1911222.11307978
"13116",13,333,-173.10043038,61.95538139,"20220427",-2437718.94307876,1911445.37777676
"14116",14,341,-172.74200852,62.09614904,"20220427",-2436850.54348647,1886267.69227442
"15116",15,394,-172.37301955,62.21931067,"20220427",-2437718.54562213,1861958.28583285
"16116",16,394,-172.01043703,62.34746359,"20220427",-2437718.35458089,1837648.8452323
"1504",1,342,-173.05576386,62.26233287,"20220428",-2411473.49214075,1887832.07778017
"2117",2,395,-173.33655426,62.42821497,"20220428",-2387276.81855827,1887831.88592911
"3117",3,235,-172.67357453,62.40051872,"20220428",-2411473.28765688,1862022.41413149
"4117",4,284,-172.9293529,62.57602444,"20220428",-2387276.60372308,1860409.10948969
"5117",5,230,-172.3087748,62.53892242,"20220428",-2410666.53116729,1837019.28420536
"6117",6,295,-172.59435311,62.72215112,"20220428",-2384856.75697129,1836212.53598877
"7117",7,467,-172.8825669,62.86960264,"20220428",-2362273.2266533,1837825.46139676
"8117",8,456,-173.28950402,62.74155685,"20220428",-2360660.30422343,1863635.10199659
"9117",9,530,-173.64949576,62.61006956,"20220428",-2360660.49126403,1887831.6767689
"10117",10,659,-174.05315813,62.45989067,"20220428",-2360660.70709449,1915254.47383621
"11142",11,516,-173.73223588,62.30883546,"20220428",-2384857.35645813,1912834.99988579
"12125",12,342,-173.39871039,62.13615455,"20220428",-2411473.67853153,1911222.11307978
"13117",13,323,-173.10043038,61.95538139,"20220428",-2437718.94307876,1911445.37777676
"14117",14,342,-172.74200852,62.09614904,"20220428",-2436850.54348647,1886267.69227442
"15117",15,421,-172.37301955,62.21931067,"20220428",-2437718.54562213,1861958.28583285
"16117",16,421,-172.01043703,62.34746359,"20220428",-2437718.35458089,1837648.8452323
"1505",1,385,-173.05576386,62.26233287,"20220429",-2411473.49214075,1887832.07778017
"2118",2,356,-173.33655426,62.42821497,"20220429",-2387276.81855827,1887831.88592911
"3118",3,291,-172.67357453,62.40051872,"20220429",-2411473.28765688,1862022.41413149
"4118",4,268,-172.9293529,62.57602444,"20220429",-2387276.60372308,1860409.10948969
"5118",5,0,-172.3087748,62.53892242,"20220429",-2410666.53116729,1837019.28420536
"6118",6,270,-172.59435311,62.72215112,"20220429",-2384856.75697129,1836212.53598877
"7118",7,365,-172.8825669,62.86960264,"20220429",-2362273.2266533,1837825.46139676
"8118",8,391,-173.28950402,62.74155685,"20220429",-2360660.30422343,1863635.10199659
"9118",9,433,-173.64949576,62.61006956,"20220429",-2360660.49126403,1887831.6767689
"10118",10,510,-174.05315813,62.45989067,"20220429",-2360660.70709449,1915254.47383621
"11143",11,421,-173.73223588,62.30883546,"20220429",-2384857.35645813,1912834.99988579
"12126",12,385,-173.39871039,62.13615455,"20220429",-2411473.67853153,1911222.11307978
"13118",13,440,-173.10043038,61.95538139,"20220429",-2437718.94307876,1911445.37777676
"14118",14,495,-172.74200852,62.09614904,"20220429",-2436850.54348647,1886267.69227442
"15118",15,441,-172.37301955,62.21931067,"20220429",-2437718.54562213,1861958.28583285
"16118",16,441,-172.01043703,62.34746359,"20220429",-2437718.35458089,1837648.8452323
"1506",1,438,-173.05576386,62.26233287,"20220430",-2411473.49214075,1887832.07778017
"2119",2,370,-173.33655426,62.42821497,"20220430",-2387276.81855827,1887831.88592911
"3119",3,289,-172.67357453,62.40051872,"20220430",-2411473.28765688,1862022.41413149
"4119",4,0,-172.9293529,62.57602444,"20220430",-2387276.60372308,1860409.10948969
"5119",5,0,-172.3087748,62.53892242,"20220430",-2410666.53116729,1837019.28420536
"6119",6,0,-172.59435311,62.72215112,"20220430",-2384856.75697129,1836212.53598877
"7119",7,283,-172.8825669,62.86960264,"20220430",-2362273.2266533,1837825.46139676
"8119",8,316,-173.28950402,62.74155685,"20220430",-2360660.30422343,1863635.10199659
"9119",9,347,-173.64949576,62.61006956,"20220430",-2360660.49126403,1887831.6767689
"10119",10,410,-174.05315813,62.45989067,"20220430",-2360660.70709449,1915254.47383621
"11144",11,388,-173.73223588,62.30883546,"20220430",-2384857.35645813,1912834.99988579
"12127",12,438,-173.39871039,62.13615455,"20220430",-2411473.67853153,1911222.11307978
"13119",13,303,-173.10043038,61.95538139,"20220430",-2437718.94307876,1911445.37777676
"14119",14,463,-172.74200852,62.09614904,"20220430",-2436850.54348647,1886267.69227442
"15119",15,371,-172.37301955,62.21931067,"20220430",-2437718.54562213,1861958.28583285
"16119",16,371,-172.01043703,62.34746359,"20220430",-2437718.35458089,1837648.8452323
"1507",1,517,-173.05576386,62.26233287,"20220501",-2411473.49214075,1887832.07778017
"2120",2,383,-173.33655426,62.42821497,"20220501",-2387276.81855827,1887831.88592911
"3120",3,254,-172.67357453,62.40051872,"20220501",-2411473.28765688,1862022.41413149
"4120",4,0,-172.9293529,62.57602444,"20220501",-2387276.60372308,1860409.10948969
"5120",5,0,-172.3087748,62.53892242,"20220501",-2410666.53116729,1837019.28420536
"6120",6,0,-172.59435311,62.72215112,"20220501",-2384856.75697129,1836212.53598877
"7120",7,0,-172.8825669,62.86960264,"20220501",-2362273.2266533,1837825.46139676
"8120",8,0,-173.28950402,62.74155685,"20220501",-2360660.30422343,1863635.10199659
"9120",9,264,-173.64949576,62.61006956,"20220501",-2360660.49126403,1887831.6767689
"10120",10,347,-174.05315813,62.45989067,"20220501",-2360660.70709449,1915254.47383621
"11145",11,458,-173.73223588,62.30883546,"20220501",-2384857.35645813,1912834.99988579
"12128",12,517,-173.39871039,62.13615455,"20220501",-2411473.67853153,1911222.11307978
"13120",13,279,-173.10043038,61.95538139,"20220501",-2437718.94307876,1911445.37777676
"14120",14,399,-172.74200852,62.09614904,"20220501",-2436850.54348647,1886267.69227442
"15120",15,268,-172.37301955,62.21931067,"20220501",-2437718.54562213,1861958.28583285
"16120",16,268,-172.01043703,62.34746359,"20220501",-2437718.35458089,1837648.8452323
"1508",1,450,-173.05576386,62.26233287,"20220502",-2411473.49214075,1887832.07778017
"2121",2,347,-173.33655426,62.42821497,"20220502",-2387276.81855827,1887831.88592911
"3121",3,0,-172.67357453,62.40051872,"20220502",-2411473.28765688,1862022.41413149
"4121",4,0,-172.9293529,62.57602444,"20220502",-2387276.60372308,1860409.10948969
"5121",5,0,-172.3087748,62.53892242,"20220502",-2410666.53116729,1837019.28420536
"6121",6,0,-172.59435311,62.72215112,"20220502",-2384856.75697129,1836212.53598877
"7121",7,0,-172.8825669,62.86960264,"20220502",-2362273.2266533,1837825.46139676
"8121",8,0,-173.28950402,62.74155685,"20220502",-2360660.30422343,1863635.10199659
"9121",9,240,-173.64949576,62.61006956,"20220502",-2360660.49126403,1887831.6767689
"10121",10,310,-174.05315813,62.45989067,"20220502",-2360660.70709449,1915254.47383621
"11146",11,466,-173.73223588,62.30883546,"20220502",-2384857.35645813,1912834.99988579
"12129",12,450,-173.39871039,62.13615455,"20220502",-2411473.67853153,1911222.11307978
"13121",13,244,-173.10043038,61.95538139,"20220502",-2437718.94307876,1911445.37777676
"14121",14,240,-172.74200852,62.09614904,"20220502",-2436850.54348647,1886267.69227442
"15121",15,0,-172.37301955,62.21931067,"20220502",-2437718.54562213,1861958.28583285
"16121",16,0,-172.01043703,62.34746359,"20220502",-2437718.35458089,1837648.8452323
"1509",1,273,-173.05576386,62.26233287,"20220503",-2411473.49214075,1887832.07778017
"2122",2,0,-173.33655426,62.42821497,"20220503",-2387276.81855827,1887831.88592911
"3122",3,0,-172.67357453,62.40051872,"20220503",-2411473.28765688,1862022.41413149
"4122",4,0,-172.9293529,62.57602444,"20220503",-2387276.60372308,1860409.10948969
"5122",5,0,-172.3087748,62.53892242,"20220503",-2410666.53116729,1837019.28420536
"6122",6,0,-172.59435311,62.72215112,"20220503",-2384856.75697129,1836212.53598877
"7122",7,0,-172.8825669,62.86960264,"20220503",-2362273.2266533,1837825.46139676
"8122",8,0,-173.28950402,62.74155685,"20220503",-2360660.30422343,1863635.10199659
"9122",9,0,-173.64949576,62.61006956,"20220503",-2360660.49126403,1887831.6767689
"10122",10,254,-174.05315813,62.45989067,"20220503",-2360660.70709449,1915254.47383621
"11147",11,352,-173.73223588,62.30883546,"20220503",-2384857.35645813,1912834.99988579
"12130",12,273,-173.39871039,62.13615455,"20220503",-2411473.67853153,1911222.11307978
"13122",13,204,-173.10043038,61.95538139,"20220503",-2437718.94307876,1911445.37777676
"14122",14,0,-172.74200852,62.09614904,"20220503",-2436850.54348647,1886267.69227442
"15122",15,0,-172.37301955,62.21931067,"20220503",-2437718.54562213,1861958.28583285
"16122",16,0,-172.01043703,62.34746359,"20220503",-2437718.35458089,1837648.8452323
"1600",1,0,-173.05576386,62.26233287,"20220504",-2411473.49214075,1887832.07778017
"2123",2,0,-173.33655426,62.42821497,"20220504",-2387276.81855827,1887831.88592911
"3123",3,0,-172.67357453,62.40051872,"20220504",-2411473.28765688,1862022.41413149
"4123",4,0,-172.9293529,62.57602444,"20220504",-2387276.60372308,1860409.10948969
"5123",5,0,-172.3087748,62.53892242,"20220504",-2410666.53116729,1837019.28420536
"6123",6,0,-172.59435311,62.72215112,"20220504",-2384856.75697129,1836212.53598877
"7123",7,0,-172.8825669,62.86960264,"20220504",-2362273.2266533,1837825.46139676
"8123",8,0,-173.28950402,62.74155685,"20220504",-2360660.30422343,1863635.10199659
"9123",9,0,-173.64949576,62.61006956,"20220504",-2360660.49126403,1887831.6767689
"10123",10,193,-174.05315813,62.45989067,"20220504",-2360660.70709449,1915254.47383621
